signal_date,entry_date,period_end,turnover,transaction_cost,gross_exposure,tsmom_risk_on,tsmom_momentum,tsmom_events,risk_off_asset,risk_off_momentums,weight_AAPL,weight_AMZN,weight_GOOGL,weight_META,weight_MSFT,weight_NVDA,riskoff_weight_GLD,riskoff_weight_TLT,rating_AAPL,rating_AMZN,rating_GOOGL,rating_META,rating_MSFT,rating_NVDA
2018-01-03,2018-01-04,2018-04-04,3.0,0.0015,1.0,False,-0.011656713380508443,2018-01-05:7.84%:100%;2018-02-01:10.36%:100%;2018-03-01:4.92%:100%;2018-04-02:-1.17%:0%,GLD,"{""GLD"": 0.029125398517726664, ""TLT"": -0.034470756202366615}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Hold,Underweight,Hold,Overweight,Buy,Underweight
2018-04-03,2018-04-04,2018-07-05,4.0,0.002,1.0,True,0.05836842541888676,2018-04-05:-1.55%:0%;2018-05-01:-6.71%:0%;2018-06-01:1.62%:100%;2018-07-02:5.84%:100%,TLT,"{""GLD"": -0.014637221956285695, ""TLT"": 0.0014072957812572007}",0.0,0.5,0.0,0.0,0.25,0.25,0.0,0.0,Hold,Buy,Underweight,Sell,Overweight,Overweight
2018-07-03,2018-07-05,2018-10-04,0.3,0.00015,1.0,True,0.07651131504113806,2018-07-06:3.27%:100%;2018-08-01:6.65%:100%;2018-09-04:6.08%:100%;2018-10-01:7.65%:100%,,{},0.0,0.4,0.0,0.0,0.2,0.4,0.0,0.0,Underweight,Buy,Sell,Hold,Overweight,Buy
2018-10-03,2018-10-04,2019-01-04,3.2,0.0016,1.0,False,-0.1353208792386038,2018-10-05:5.57%:100%;2018-11-01:-3.73%:0%;2018-12-03:-4.62%:0%;2019-01-02:-13.53%:0%,GLD,"{""GLD"": 0.0752926365992117, ""TLT"": 0.045878425564443326}",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Buy,Overweight,Underweight,Sell,Buy,Hold
2019-01-03,2019-01-04,2019-04-04,4.0,0.002,1.0,True,0.14372653557197346,2019-01-07:-12.98%:0%;2019-02-01:2.90%:100%;2019-03-01:4.79%:100%;2019-04-01:14.37%:100%,TLT,"{""GLD"": 0.07071067185625157, ""TLT"": 0.07098723853381528}",0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,Underweight,Overweight,Hold,Underweight,Buy,Sell
2019-04-03,2019-04-04,2019-07-05,4.666666666666666,0.002333333333333333,1.0,True,0.04228645207682735,2019-04-05:18.11%:100%;2019-05-01:12.11%:100%;2019-06-03:-1.40%:0%;2019-07-01:4.23%:100%,TLT,"{""GLD"": 0.011896985644180846, ""TLT"": 0.1157750891814251}",0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,Hold,Underweight,Overweight,Hold,Buy,Sell
2019-07-03,2019-07-05,2019-10-04,0.9999999999999999,0.0004999999999999999,1.0,True,0.008389486545179237,2019-07-08:4.43%:100%;2019-08-01:2.42%:100%;2019-09-03:7.03%:100%;2019-10-01:0.84%:100%,,{},0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0,Overweight,Overweight,Underweight,Hold,Buy,Sell
2019-10-03,2019-10-04,2020-01-06,4.0,0.002,1.0,True,0.10299579242572543,2019-10-07:-0.37%:0%;2019-11-01:4.14%:100%;2019-12-02:7.97%:100%;2020-01-02:10.30%:100%,TLT,"{""GLD"": 0.08081347515364845, ""TLT"": 0.10697389489646314}",0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,Buy,Sell,Hold,Underweight,Overweight,Hold
2020-01-03,2020-01-06,2020-04-06,3.333333333333333,0.0016666666666666666,1.0,False,-0.19252020215624877,2020-01-07:10.49%:100%;2020-02-03:6.30%:100%;2020-03-02:-5.21%:0%;2020-04-01:-19.25%:0%,TLT,"{""GLD"": 0.038000406530158015, ""TLT"": 0.2095314268795927}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Underweight,Sell,Buy,Hold,Overweight,Hold
2020-04-03,2020-04-06,2020-07-06,2.0,0.001,1.0,True,0.2016173894742428,2020-04-07:-17.68%:0%;2020-05-01:-10.83%:0%;2020-06-01:3.32%:100%;2020-07-01:20.16%:100%,TLT,"{""GLD"": 0.06957635715041843, ""TLT"": 0.15856524010497108}",0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,Underweight,Buy,Sell,Sell,Hold,Overweight
