signal_date,entry_date,period_end,turnover,transaction_cost,gross_exposure,tsmom_risk_on,tsmom_momentum,tsmom_events,weight_AAPL,weight_AMZN,weight_GOOGL,weight_META,weight_MSFT,weight_NVDA,rating_AAPL,rating_AMZN,rating_GOOGL,rating_META,rating_MSFT,rating_NVDA
2023-01-03,2023-01-04,2023-04-04,1.5,0.00075,0.5,True,0.13795720003166378,2023-01-05:1.01%:100%;2023-02-01:-0.18%:0%;2023-03-01:-1.38%:0%;2023-04-03:13.80%:100%,0.0,0.0,0.0,0.5,0.0,0.0,Underweight,Underweight,Hold,Overweight,Hold,Underweight
2023-04-03,2023-04-04,2023-07-05,1.1,0.00055,1.0,True,0.18575002172074995,2023-04-05:12.41%:100%;2023-05-01:9.79%:100%;2023-06-01:6.43%:100%;2023-07-03:18.58%:100%,0.2,0.2,0.2,0.2,0.2,0.0,Overweight,Overweight,Overweight,Overweight,Overweight,Hold
2023-07-03,2023-07-05,2023-10-04,0.7999999999999999,0.00039999999999999996,1.0,True,0.06658740912766259,2023-07-06:16.75%:100%;2023-08-01:13.70%:100%;2023-09-01:14.06%:100%;2023-10-02:6.66%:100%,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,Hold,Hold,Overweight,Overweight,Overweight,Hold
2023-10-03,2023-10-04,2024-01-04,1.5,0.00075,0.5,True,0.08040172207741536,2023-10-05:4.67%:100%;2023-11-01:2.53%:100%;2023-12-01:8.98%:100%;2024-01-02:8.04%:100%,0.0,0.0,0.0,0.0,0.0,0.5,Hold,Hold,Hold,Hold,Hold,Overweight
2024-01-03,2024-01-04,2024-04-04,0.8333333333333333,0.0004166666666666666,1.0,True,0.2365272131608862,2024-01-05:7.09%:100%;2024-02-01:6.59%:100%;2024-03-01:13.98%:100%;2024-04-01:23.65%:100%,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,Underweight,Hold,Overweight,Overweight,Hold,Overweight
2024-04-03,2024-04-04,2024-07-05,0.49999999999999994,0.00024999999999999995,1.0,True,0.149340126308807,2024-04-05:22.57%:100%;2024-05-01:23.11%:100%;2024-06-03:16.84%:100%;2024-07-01:14.93%:100%,0.0,0.25,0.25,0.25,0.0,0.25,Hold,Overweight,Overweight,Overweight,Hold,Overweight
2024-07-03,2024-07-05,2024-10-04,1.0,0.0005,1.0,True,0.10574652611271973,2024-07-08:19.06%:100%;2024-08-01:12.92%:100%;2024-09-03:10.61%:100%;2024-10-01:10.57%:100%,0.0,0.0,0.5,0.5,0.0,0.0,Hold,Hold,Overweight,Overweight,Hold,Hold
2024-10-03,2024-10-04,2025-01-06,1.0,0.0005,1.0,True,0.07439962377410736,2024-10-07:11.22%:100%;2024-11-01:13.31%:100%;2024-12-02:14.98%:100%;2025-01-02:7.44%:100%,0.0,0.0,1.0,0.0,0.0,0.0,Hold,Hold,Buy,Hold,Underweight,Hold
2025-01-03,2025-01-06,2025-04-04,2.5,0.00125,0.0,False,-0.01631810368944775,2025-01-07:7.91%:100%;2025-02-03:9.96%:100%;2025-03-03:6.49%:100%;2025-04-01:-1.63%:0%,0.0,0.0,0.0,0.0,0.0,0.0,Hold,Hold,Overweight,Overweight,Overweight,Overweight
2025-04-03,2025-04-04,2025-07-07,0.0,0.0,0.0,True,0.03366159226348309,2025-04-07:-10.61%:0%;2025-05-01:-3.62%:0%;2025-06-02:-0.73%:0%;2025-07-01:3.37%:100%,0.0,0.0,0.0,0.0,0.0,0.0,Hold,Hold,Hold,Hold,Hold,Hold
2025-07-03,2025-07-07,2025-10-06,1.0,0.0005,1.0,True,0.1977364299302089,2025-07-08:6.54%:100%;2025-08-01:5.66%:100%;2025-09-02:9.21%:100%;2025-10-01:19.77%:100%,0.0,0.25,0.0,0.25,0.25,0.25,Hold,Overweight,Hold,Overweight,Overweight,Overweight
2025-10-03,2025-10-06,2025-12-31,1.0,0.0005,0.5,True,0.1661387588846146,2025-10-07:33.68%:100%;2025-11-03:21.03%:100%;2025-12-01:16.61%:100%,0.0,0.0,0.0,0.0,0.0,0.5,Hold,Hold,Hold,Hold,Hold,Overweight
